compound_id,drug,disease_id,disease,metapath,treatment,path_count,DWPC
DB00279,Liothyronine,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB01601,Lopinavir,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB01186,Pergolide,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00424,Hyoscyamine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00980,Ramelteon,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB01235,L-DOPA,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00989,Rivastigmine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB01224,Quetiapine,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB01014,Balsalazide,DOID:8778,Crohn's disease,CurGiGaD,1,0,0
DB00246,Ziprasidone,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00810,Biperiden,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB01100,Pimozide,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00687,Fludrocortisone,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00701,Amprenavir,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00736,Esomeprazole,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00747,Scopolamine,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB01224,Quetiapine,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00376,Trihexyphenidyl,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00709,Lamivudine,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,1,0,0
DB00734,Risperidone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,1,0,0
DB00399,Zoledronate,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00945,Acetylsalicylic acid,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB01601,Lopinavir,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00502,Haloperidol,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00387,Procyclidine,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00245,Benzatropine,DOID:10652,Alzheimer's disease,CurGiGaD,1,0,0
DB01048,Abacavir,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00709,Lamivudine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB05271,Rotigotine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00674,Galantamine,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB01033,Mercaptopurine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00425,Zolpidem,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB00701,Amprenavir,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,1,0,0
DB00158,Folic Acid,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB01133,Tiludronate,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00323,Tolcapone,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00635,Prednisone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00705,Delavirdine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00714,Apomorphine,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00572,Atropine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00424,Hyoscyamine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00268,Ropinirole,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00980,Ramelteon,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00494,Entacapone,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB01100,Pimozide,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB01037,Selegiline,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00745,Modafinil,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00915,Amantadine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00338,Omeprazole,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00884,Risedronate,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00575,Clonidine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,1,0,0
DB00945,Acetylsalicylic acid,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00313,Valproic Acid,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00850,Perphenazine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,1,0,0
DB00687,Fludrocortisone,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00989,Rivastigmine,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00215,Citalopram,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00916,Metronidazole,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00413,Pramipexole,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00714,Apomorphine,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB00687,Fludrocortisone,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00323,Tolcapone,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00945,Acetylsalicylic acid,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB01583,Liotrix,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00282,Pamidronate,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB01014,Balsalazide,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00425,Zolpidem,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00248,Cabergoline,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00625,Efavirenz,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00424,Hyoscyamine,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00323,Tolcapone,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00502,Haloperidol,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00993,Azathioprine,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00734,Risperidone,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00705,Delavirdine,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00413,Pramipexole,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00630,Alendronate,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00246,Ziprasidone,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00884,Risedronate,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00657,Mecamylamine,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00495,Zidovudine,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00787,Aciclovir,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00709,Lamivudine,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00334,Olanzapine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00279,Liothyronine,DOID:12361,Graves' disease,CurGiGaD,1,0,0
DB00674,Galantamine,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00268,Ropinirole,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB00747,Scopolamine,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB01075,Diphenhydramine,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00338,Omeprazole,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00649,Stavudine,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00494,Entacapone,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00657,Mecamylamine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB01133,Tiludronate,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00989,Rivastigmine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00503,Ritonavir,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00747,Scopolamine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00509,Dextrothyroxine,DOID:9206,Barrett's esophagus,CurGiGaD,0,0,0
DB00714,Apomorphine,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00763,Methimazole,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00282,Pamidronate,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00338,Omeprazole,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00163,Vitamin E,DOID:10652,Alzheimer's disease,CurGiGaD,1,0,0
DB00268,Ropinirole,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00714,Apomorphine,DOID:8778,Crohn's disease,CurGiGaD,0,0,0
DB00916,Metronidazole,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00238,Nevirapine,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00413,Pramipexole,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00215,Citalopram,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB00494,Entacapone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00425,Zolpidem,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB01033,Mercaptopurine,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00625,Efavirenz,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB01075,Diphenhydramine,DOID:14330,Parkinson's disease,CurGiGaD,1,0,0
DB01068,Clonazepam,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB00323,Tolcapone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB01186,Pergolide,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00246,Ziprasidone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,1,0,0
DB00709,Lamivudine,DOID:10652,Alzheimer's disease,CurGiGaD,0,0,0
DB00424,Hyoscyamine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00224,Indinavir,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00705,Delavirdine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00190,Carbidopa,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00795,Sulfasalazine,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
DB00687,Fludrocortisone,DOID:11119,Gilles de la Tourette syndrome,CurGiGaD,0,0,0
DB00993,Azathioprine,DOID:635,acquired immunodeficiency syndrome,CurGiGaD,0,0,0
DB01232,Saquinavir,DOID:14330,Parkinson's disease,CurGiGaD,0,0,0
DB00736,Esomeprazole,DOID:12361,Graves' disease,CurGiGaD,0,0,0
DB00313,Valproic Acid,DOID:13378,Kawasaki disease,CurGiGaD,0,0,0
DB00338,Omeprazole,DOID:5408,Paget's disease of bone,CurGiGaD,0,0,0
