source,drugbank_name,target,side_effect_name
DB00413,Pramipexole,C0267596,Rectal haemorrhage
DB00413,Pramipexole,C0014869,Reflux esophagitis
DB00413,Pramipexole,C0035067,Renal artery stenosis
DB00413,Pramipexole,C0152169,Renal colic
DB00413,Pramipexole,C2173677,Renal cyst
DB00413,Pramipexole,C0035078,Renal failure
DB00413,Pramipexole,C1565489,Renal impairment
DB00413,Pramipexole,C0022665,Renal neoplasm
DB00413,Pramipexole,C0002064,Respiratory alkalosis
DB00413,Pramipexole,C0476273,Respiratory distress
DB00413,Pramipexole,C1145670,Respiratory failure
DB00413,Pramipexole,C0948349,Respiratory tract congestion
DB00413,Pramipexole,C0035305,Retinal detachment
DB00413,Pramipexole,C0154833,Retinal vascular disorder
DB00413,Pramipexole,C0035410,Rhabdomyolysis
DB00413,Pramipexole,C0003873,Rheumatoid arthritis
DB00413,Pramipexole,C0035455,Rhinitis
DB00413,Pramipexole,C2607914,Rhinitis allergic
DB00413,Pramipexole,C1260880,Rhinorrhoea
DB00413,Pramipexole,C0221706,Road traffic accident
DB00413,Pramipexole,C0035854,Rosacea
DB00413,Pramipexole,C0037036,Salivary hypersecretion
DB00413,Pramipexole,C0036396,Sciatica
DB00413,Pramipexole,C0036454,Scotoma
DB00413,Pramipexole,C0036508,Seborrhoeic dermatitis
DB00413,Pramipexole,C0152027,Sensory disturbance
DB00413,Pramipexole,C0243026,Sepsis
DB00413,Pramipexole,C0549622,Sexual dysfunction
DB00413,Pramipexole,C0036974,Shock
DB00413,Pramipexole,C0037011,Shoulder pain
DB00413,Pramipexole,C0003813,Sinus arrhythmia
DB00413,Pramipexole,C0085610,Sinus bradycardia
DB00413,Pramipexole,C0152029,Sinus congestion
DB00413,Pramipexole,C0037195,Sinus headache
DB00413,Pramipexole,C0039239,Sinus tachycardia
DB00413,Pramipexole,C0037199,Sinusitis
DB00413,Pramipexole,C0241057,Skin burning sensation
DB00413,Pramipexole,C0007114,Skin cancer
DB00413,Pramipexole,C0151907,Skin discolouration
DB00413,Pramipexole,C0037274,Skin disorder
DB00413,Pramipexole,C0237849,Skin exfoliation
DB00413,Pramipexole,C0162834,Skin hyperpigmentation
DB00413,Pramipexole,C0151717,Skin hypertrophy
DB00413,Pramipexole,C0037278,Skin infection
DB00413,Pramipexole,C0152030,Skin irritation
DB00413,Pramipexole,C0281981,Skin mass
DB00413,Pramipexole,C0037287,Skin nodule
DB00413,Pramipexole,C0234930,Skin odour abnormal
DB00413,Pramipexole,C0347390,Skin papilloma
DB00413,Pramipexole,C0037299,Skin ulcer
DB00413,Pramipexole,C0037315,Sleep apnoea syndrome
DB00413,Pramipexole,C0855247,Sleep attacks
DB00413,Pramipexole,C0851578,Sleep disorder
DB00413,Pramipexole,C0852566,Sleep phase rhythm disturbance
DB00413,Pramipexole,C0542313,Sleep talking
DB00413,Pramipexole,C0037383,Sneezing
DB00413,Pramipexole,C0037384,Snoring
DB00413,Pramipexole,C0037672,Somnambulism
DB00413,Pramipexole,C2830004,Somnolence
DB00413,Pramipexole,C0037822,Speech disorder
DB00413,Pramipexole,C0158775,Spine malformation
DB00413,Pramipexole,C0007137,Squamous cell carcinoma
DB00413,Pramipexole,C0085628,Stupor
DB00413,Pramipexole,C0919582,Sudden onset of sleep
DB00413,Pramipexole,C0424000,Suicidal ideation
DB00413,Pramipexole,C0038661,Suicide
DB00413,Pramipexole,C0038814,Sunburn
DB00413,Pramipexole,C0033036,Supraventricular extrasystoles
DB00413,Pramipexole,C0039240,Supraventricular tachycardia
DB00413,Pramipexole,C0038990,Sweating
DB00413,Pramipexole,C0039070,Syncope
DB00413,Pramipexole,C0042420,Syncope vasovagal
DB00413,Pramipexole,C0039231,Tachycardia
DB00413,Pramipexole,C0231835,Tachypnoea
DB00413,Pramipexole,C0151937,Tendon rupture
DB00413,Pramipexole,C0039503,Tendonitis
DB00413,Pramipexole,C0039520,Tenosynovitis
DB00413,Pramipexole,C0233494,Tension
DB00413,Pramipexole,C0033893,Tension headache
DB00413,Pramipexole,C0039971,Thirst
DB00413,Pramipexole,C0040034,Thrombocytopenia
DB00413,Pramipexole,C0836924,Thrombocytosis
DB00413,Pramipexole,C0040046,Thrombophlebitis
DB00413,Pramipexole,C0040053,Thrombosis
DB00413,Pramipexole,C0040136,Thyroid neoplasm
DB00413,Pramipexole,C0040264,Tinnitus
DB00413,Pramipexole,C0151596,Tongue discolouration
DB00413,Pramipexole,C0040409,Tongue disorder
DB00413,Pramipexole,C0151610,Tongue oedema
DB00413,Pramipexole,C0235351,Tongue ulceration
DB00413,Pramipexole,C0040425,Tonsillitis
DB00413,Pramipexole,C0518988,Tooth abscess
DB00413,Pramipexole,C0040435,Tooth disorder
DB00413,Pramipexole,C0877046,Tooth infection
DB00413,Pramipexole,C0040460,Toothache
DB00413,Pramipexole,C0040822,Tremor
DB00413,Pramipexole,C0019322,Umbilical hernia
DB00413,Pramipexole,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00413,Pramipexole,C0041912,Upper respiratory tract infection
DB00413,Pramipexole,C2938875,Upper-airway cough syndrome
DB00413,Pramipexole,C0235309,Upset stomach
DB00413,Pramipexole,C0041969,Urethral disorder
DB00413,Pramipexole,C0041976,Urethritis
DB00413,Pramipexole,C1328337,Urethritis noninfective
DB00413,Pramipexole,C0042024,Urinary incontinence
DB00413,Pramipexole,C0080274,Urinary retention
DB00413,Pramipexole,C0042075,Urinary tract disorder
DB00413,Pramipexole,C0042029,Urinary tract infection
DB00413,Pramipexole,C0042109,Urticaria
DB00413,Pramipexole,C0042134,Uterine haemorrhage
DB00413,Pramipexole,C0042133,Uterine leiomyoma
DB00413,Pramipexole,C0919980,VIIth nerve paralysis
DB00413,Pramipexole,C0227791,Vaginal discharge
DB00413,Pramipexole,C2979982,Vaginal haemorrhage
DB00413,Pramipexole,C0404521,Vaginal infection
DB00413,Pramipexole,C0006852,Vaginal moniliasis
DB00413,Pramipexole,C0042345,Varicose vein
DB00413,Pramipexole,C1368065,Vascular purpura
DB00413,Pramipexole,C0042401,Vasodilation
DB00413,Pramipexole,C1142412,Vasodilation procedure
DB00413,Pramipexole,C0151636,Ventricular extrasystoles
DB00413,Pramipexole,C0042510,Ventricular fibrillation
DB00413,Pramipexole,C0340279,Ventricular hypertrophy
DB00413,Pramipexole,C0042571,Vertigo
DB00413,Pramipexole,C0235927,Vestibular ataxia
DB00413,Pramipexole,C0042769,Viral infection
DB00413,Pramipexole,C0344232,Vision blurred
DB00413,Pramipexole,C0234632,Visual acuity reduced
DB00413,Pramipexole,C0547030,Visual disturbance
DB00413,Pramipexole,C3665347,Visual impairment
DB00413,Pramipexole,C0016242,Vitreous floaters
DB00413,Pramipexole,C0042963,Vomiting
DB00413,Pramipexole,C0700345,Vulvovaginal candidiasis
DB00413,Pramipexole,C1609512,Vulvovaginal mycotic infection
DB00413,Pramipexole,C0043096,Weight decreased
DB00413,Pramipexole,C0043094,Weight increased
DB00413,Pramipexole,C0043144,Wheezing
DB00413,Pramipexole,C0043241,Wound infection
DB00413,Pramipexole,C0043387,Yawning
DB00635,Prednisone,C0000731,Abdominal distension
DB00635,Prednisone,C0000737,Abdominal pain
DB00635,Prednisone,C0000833,Abscess
DB00635,Prednisone,C0702166,Acne
DB00635,Prednisone,C0175167,Acneiform eruption
DB00635,Prednisone,C0948089,Acute coronary syndrome
DB00635,Prednisone,C0342490,Adrenal atrophy
DB00635,Prednisone,C0151510,Adrenal cortex atrophy
DB00635,Prednisone,C0001623,Adrenal insufficiency
DB00635,Prednisone,C0151467,Adrenocortical insufficiency acute
DB00635,Prednisone,C0233472,Affect lability
DB00635,Prednisone,C0085631,Agitation
DB00635,Prednisone,C0151905,Alanine aminotransferase increased
DB00635,Prednisone,C0002063,Alkalosis
DB00635,Prednisone,C0002170,Alopecia
DB00635,Prednisone,C0002453,Amenorrhoea
DB00635,Prednisone,C0002622,Amnesia
DB00635,Prednisone,C0002871,Anaemia
DB00635,Prednisone,C0002792,Anaphylactic shock
DB00635,Prednisone,C0553548,Angiitis necrotising
DB00635,Prednisone,C0002994,Angioedema
DB00635,Prednisone,C0042373,Angiopathy
DB00635,Prednisone,C0003123,Anorexia
DB00635,Prednisone,C0003467,Anxiety
DB00635,Prednisone,C0003708,Arachnoiditis
DB00635,Prednisone,C0003811,Arrhythmia
DB00635,Prednisone,C0003862,Arthralgia
DB00635,Prednisone,C0022408,Arthropathy
DB00635,Prednisone,C0085660,Aseptic necrosis
DB00635,Prednisone,C0004093,Asthenia
DB00635,Prednisone,C0333641,Atrophy
DB00635,Prednisone,C0033845,Benign intracranial hypertension
DB00635,Prednisone,C0853761,Blood potassium decreased
DB00635,Prednisone,C0853760,Blood potassium increased
DB00635,Prednisone,C0853692,Blood triglycerides increased
DB00635,Prednisone,C0015967,Body temperature increased
DB00635,Prednisone,C0428977,Bradycardia
DB00635,Prednisone,C0520573,Buffalo hump
DB00635,Prednisone,C0151541,Capillary fragility increased
DB00635,Prednisone,C0541820,Carbohydrate tolerance decreased
DB00635,Prednisone,C0018790,Cardiac arrest
DB00635,Prednisone,C0018801,Cardiac failure
DB00635,Prednisone,C0018802,Cardiac failure congestive
DB00635,Prednisone,C0018800,Cardiomegaly
DB00635,Prednisone,C0086543,Cataract
DB00635,Prednisone,C0235259,Cataract subcapsular
DB00635,Prednisone,C0730328,Central serous retinopathy
DB00635,Prednisone,C0339383,Chorioretinopathy
DB00635,Prednisone,C0009241,Cognitive disorder
DB00635,Prednisone,C0338656,Cognitive impairment
DB00635,Prednisone,C0009782,Connective tissue disorder
DB00635,Prednisone,C0009806,Constipation
DB00635,Prednisone,C0009938,Contusion
DB00635,Prednisone,C0036572,Convulsion
DB00635,Prednisone,C0010481,Cushing's syndrome
DB00635,Prednisone,C0332601,Cushingoid
DB00635,Prednisone,C0232462,Decreased appetite
DB00635,Prednisone,C0011206,Delirium
DB00635,Prednisone,C0011253,Delusion
DB00635,Prednisone,C0497327,Dementia
DB00635,Prednisone,C0278079,Dependence psychological
DB00635,Prednisone,C0011570,Depression
DB00635,Prednisone,C0011603,Dermatitis
DB00635,Prednisone,C0234894,Dermatitis acneiform
DB00635,Prednisone,C0011615,Dermatitis atopic
DB00635,Prednisone,C0011849,Diabetes mellitus
DB00635,Prednisone,C0011991,Diarrhoea
DB00635,Prednisone,C0221165,Diplegia
DB00635,Prednisone,C0234215,Discomfort
DB00635,Prednisone,C0012359,Distention
DB00635,Prednisone,C0012833,Dizziness
DB00635,Prednisone,C1510472,Drug dependence
DB00635,Prednisone,C0152128,Drug withdrawal syndrome
DB00635,Prednisone,C0847631,Dry scalp
DB00635,Prednisone,C0151908,Dry skin
DB00635,Prednisone,C0013395,Dyspepsia
DB00635,Prednisone,C0013491,Ecchymosis
DB00635,Prednisone,C0151611,Electroencephalogram abnormal
DB00635,Prednisone,C0013922,Embolism
DB00635,Prednisone,C0340726,Embolism venous
DB00635,Prednisone,C0014130,Endocrine disorder
DB00635,Prednisone,C0014236,Endophthalmitis
DB00635,Prednisone,C0272195,Eosinopenia
DB00635,Prednisone,C1291078,Epigastric discomfort
DB00635,Prednisone,C0014544,Epilepsy
DB00635,Prednisone,C0242350,Erectile dysfunction
DB00635,Prednisone,C0041834,Erythema
DB00635,Prednisone,C0239488,Erythema facial
DB00635,Prednisone,C0235146,Euphoric mood
DB00635,Prednisone,C0015300,Exophthalmos
DB00635,Prednisone,C0015397,Eye disorder
DB00635,Prednisone,C0542571,Face oedema
DB00635,Prednisone,C0333650,Fat atrophy
DB00635,Prednisone,C0013928,Fat embolism
DB00635,Prednisone,C0015672,Fatigue
DB00635,Prednisone,C0746883,Febrile neutropenia
DB00635,Prednisone,C1443060,Feeling abnormal
DB00635,Prednisone,C0268000,Fluid retention
DB00635,Prednisone,C0016382,Flushing
DB00635,Prednisone,C0016658,Fracture
DB00635,Prednisone,C0026946,Fungal infection
DB00635,Prednisone,C0392176,Gastric irritation
DB00635,Prednisone,C0017181,Gastrointestinal haemorrhage
DB00635,Prednisone,C0687713,Gastrointestinal pain
DB00635,Prednisone,C0017601,Glaucoma
DB00635,Prednisone,C0151671,Glucose tolerance decreased
DB00635,Prednisone,C0271650,Glucose tolerance impaired
DB00635,Prednisone,C0017979,Glycosuria
DB00635,Prednisone,C0151686,Growth retardation
DB00635,Prednisone,C0518015,Haemoglobin
DB00635,Prednisone,C0019080,Haemorrhage
DB00635,Prednisone,C0018524,Hallucination
DB00635,Prednisone,C0018681,Headache
DB00635,Prednisone,C0019209,Hepatomegaly
DB00635,Prednisone,C0019521,Hiccups
DB00635,Prednisone,C0019572,Hirsutism
DB00635,Prednisone,C0020443,Hypercholesterolaemia
DB00635,Prednisone,C0020456,Hyperglycaemia
DB00635,Prednisone,C0020458,Hyperhidrosis
DB00635,Prednisone,C0424295,Hyperkinesia
DB00635,Prednisone,C0020488,Hypernatraemia
DB00635,Prednisone,C0020517,Hypersensitivity
DB00635,Prednisone,C0020538,Hypertension
DB00635,Prednisone,C0020550,Hyperthyroidism
DB00635,Prednisone,C0020555,Hypertrichosis
DB00635,Prednisone,C0020557,Hypertriglyceridaemia
DB00635,Prednisone,C0007194,Hypertrophic cardiomyopathy
DB00635,Prednisone,C0020621,Hypokalaemia
DB00635,Prednisone,C0020676,Hypothyroidism
DB00635,Prednisone,C2047937,Ill-defined disorder
DB00635,Prednisone,C0021053,Immune system disorder
DB00635,Prednisone,C0151692,Impaired healing
DB00635,Prednisone,C0232461,Increased appetite
DB00635,Prednisone,C0235409,Increased insulin requirement
DB00635,Prednisone,C0009450,Infection
DB00635,Prednisone,C3263723,Injury
DB00635,Prednisone,C0917801,Insomnia
DB00635,Prednisone,C0151740,Intracranial pressure increased
DB00635,Prednisone,C0234708,Intraocular pressure increased
DB00635,Prednisone,C0022107,Irritability
DB00635,Prednisone,C0238309,Ischaemic neuropathy
DB00635,Prednisone,C0023380,Lethargy
DB00635,Prednisone,C0023518,Leukocytosis
DB00635,Prednisone,C0162835,Leukoderma
DB00635,Prednisone,C0549634,Lipids abnormal
DB00635,Prednisone,C1280433,Lipoatrophy
DB00635,Prednisone,C1262113,Lipohypertrophy
DB00635,Prednisone,C0701810,Long-term memory loss
DB00635,Prednisone,C0041657,Loss of consciousness
DB00635,Prednisone,C0024312,Lymphopenia
DB00635,Prednisone,C0231218,Malaise
DB00635,Prednisone,C0162429,Malnutrition
DB00635,Prednisone,C0338831,Mania
DB00635,Prednisone,C0233794,Memory impairment
DB00635,Prednisone,C0751295,Memory loss
DB00635,Prednisone,C0025289,Meningitis
DB00635,Prednisone,C0156404,Menstruation irregular
DB00635,Prednisone,C0004936,Mental disorder
DB00635,Prednisone,C0085622,Monoplegia
DB00635,Prednisone,C0085633,Mood swings
DB00635,Prednisone,C0016655,Multiple fractures
DB00635,Prednisone,C0026846,Muscle atrophy
DB00635,Prednisone,C0240417,Muscle mass
DB00635,Prednisone,C0151786,Muscular weakness
DB00635,Prednisone,C0948594,Musculoskeletal discomfort
DB00635,Prednisone,C0231528,Myalgia
DB00635,Prednisone,C0027051,Myocardial infarction
DB00635,Prednisone,C0018813,Myocardial rupture
DB00635,Prednisone,C0026848,Myopathy
DB00635,Prednisone,C0027497,Nausea
DB00635,Prednisone,C0027540,Necrosis
DB00635,Prednisone,C0161479,Nerve injury
DB00635,Prednisone,C0027765,Nervous system disorder
DB00635,Prednisone,C0027813,Neuritis
DB00635,Prednisone,C0442874,Neuropathy
DB00635,Prednisone,C0031117,Neuropathy peripheral
DB00635,Prednisone,C0027947,Neutropenia
DB00635,Prednisone,C0854100,Nitrogen balance negative
DB00635,Prednisone,C0028754,Obesity
DB00635,Prednisone,C0013604,Oedema
DB00635,Prednisone,C0239295,Oesophageal candidiasis
DB00635,Prednisone,C0151970,Oesophageal ulcer
DB00635,Prednisone,C0014868,Oesophagitis
DB00635,Prednisone,C2586050,Oesophagitis ulcerative
DB00635,Prednisone,C0029118,Opportunistic infection
DB00635,Prednisone,C0029134,Optic neuritis
DB00635,Prednisone,C0919659,Oropharyngeal candidiasis
DB00635,Prednisone,C0029408,Osteoarthritis
DB00635,Prednisone,C0029445,Osteonecrosis
DB00635,Prednisone,C0029456,Osteoporosis
DB00635,Prednisone,C0030305,Pancreatitis
DB00635,Prednisone,C0001339,Pancreatitis acute
DB00635,Prednisone,C0267940,Pancreatitis haemorrhagic
DB00635,Prednisone,C0030332,Panophthalmitis
DB00635,Prednisone,C0030353,Papilloedema
DB00635,Prednisone,C0030554,Paraesthesia
DB00635,Prednisone,C0221166,Paraparesis
DB00635,Prednisone,C0030486,Paraplegia
DB00635,Prednisone,C0030920,Peptic ulcer
DB00635,Prednisone,C0240735,Personality change
DB00635,Prednisone,C0031256,Petechiae
DB00635,Prednisone,C0549567,Pigmentation disorder
DB00635,Prednisone,C0037290,Pigmentation skin
DB00635,Prednisone,C0032461,Polycythaemia
DB00635,Prednisone,C0032827,Potassium deficiency
DB00635,Prednisone,C0856882,Potassium increased
DB00635,Prednisone,C0410198,Proximal myopathy
DB00635,Prednisone,C0033774,Pruritus
DB00635,Prednisone,C0233401,Psychiatric symptom
DB00635,Prednisone,C0033975,Psychotic disorder
DB00635,Prednisone,C0034063,Pulmonary oedema
DB00635,Prednisone,C0034150,Purpura
DB00635,Prednisone,C0015230,Rash
DB00635,Prednisone,C0035854,Rosacea
DB00635,Prednisone,C0036341,Schizophrenia
DB00635,Prednisone,C0423273,Scleral thinning
DB00635,Prednisone,C0271738,Secondary adrenocortical insufficiency
DB00635,Prednisone,C0243026,Sepsis
DB00635,Prednisone,C0036974,Shock
DB00635,Prednisone,C0151514,Skin atrophy
DB00635,Prednisone,C0037274,Skin disorder
DB00635,Prednisone,C0237849,Skin exfoliation
DB00635,Prednisone,C0423773,Skin scaly
DB00635,Prednisone,C0152459,Skin striae
DB00635,Prednisone,C0423757,Skin thinness
DB00635,Prednisone,C0262431,Spinal compression fracture
DB00635,Prednisone,C0406479,Steroid acne
DB00635,Prednisone,C0270994,Steroid myopathy
DB00635,Prednisone,C2363722,Steroid psychosis
DB00635,Prednisone,C0235453,Steroid withdrawal syndrome
DB00635,Prednisone,C2987469,Substance-induced psychotic disorder
DB00635,Prednisone,C0424000,Suicidal ideation
DB00635,Prednisone,C0700590,Sweating increased
DB00635,Prednisone,C0039070,Syncope
DB00635,Prednisone,C0039231,Tachycardia
DB00635,Prednisone,C0039446,Telangiectasia
DB00635,Prednisone,C0151937,Tendon rupture
DB00635,Prednisone,C0040038,Thromboembolism
DB00635,Prednisone,C0040046,Thrombophlebitis
DB00635,Prednisone,C0043251,Trauma
DB00635,Prednisone,C0041296,Tuberculosis
DB00635,Prednisone,C0041582,Ulcer
DB00635,Prednisone,C0010043,Ulcerative keratitis
DB00635,Prednisone,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00635,Prednisone,C0042109,Urticaria
DB00635,Prednisone,C1368065,Vascular purpura
DB00635,Prednisone,C0042384,Vasculitis
DB00635,Prednisone,C1318520,Vasculitis necrotising
DB00635,Prednisone,C0042571,Vertigo
DB00635,Prednisone,C0042769,Viral infection
DB00635,Prednisone,C0344232,Vision blurred
DB00635,Prednisone,C0042963,Vomiting
DB00635,Prednisone,C0542203,Water retention
DB00635,Prednisone,C0043096,Weight decreased
DB00635,Prednisone,C0043094,Weight increased
DB00635,Prednisone,C0087169,Withdrawal symptom
DB00635,Prednisone,C0038587,Withdrawal syndrome
DB00635,Prednisone,C0043250,Wound
DB00550,Propylthiouracil,C2364111,Ageusia
DB00550,Propylthiouracil,C0001824,Agranulocytosis
DB00550,Propylthiouracil,C0151436,Allergic cutaneous angiitis
DB00550,Propylthiouracil,C0002170,Alopecia
DB00550,Propylthiouracil,C0238874,Antineutrophil cytoplasmic antibody positive
DB00550,Propylthiouracil,C0002874,Aplastic anaemia
DB00550,Propylthiouracil,C0003862,Arthralgia
DB00550,Propylthiouracil,C0015967,Body temperature increased
DB00550,Propylthiouracil,C0011603,Dermatitis
DB00550,Propylthiouracil,C0011606,Dermatitis exfoliative
DB00550,Propylthiouracil,C0013144,Drowsiness
DB00550,Propylthiouracil,C1320835,Drug fever
DB00550,Propylthiouracil,C0013378,Dysgeusia
DB00550,Propylthiouracil,C0013395,Dyspepsia
DB00550,Propylthiouracil,C0221490,Epigastric distress
DB00550,Propylthiouracil,C0014743,Erythema nodosum
DB00550,Propylthiouracil,C0017658,Glomerulonephritis
DB00550,Propylthiouracil,C0221239,Glomerulonephritis rapidly progressive
DB00550,Propylthiouracil,C0518015,Haemoglobin
DB00550,Propylthiouracil,C0019080,Haemorrhage
DB00550,Propylthiouracil,C0018681,Headache
DB00550,Propylthiouracil,C0085605,Hepatic failure
DB00550,Propylthiouracil,C0019158,Hepatitis
DB00550,Propylthiouracil,C0206062,Interstitial lung disease
DB00550,Propylthiouracil,C0206061,Interstitial pneumonia
DB00550,Propylthiouracil,C0022346,Jaundice
DB00550,Propylthiouracil,C2973529,Leukocytoclastic vasculitis
DB00550,Propylthiouracil,C0023530,Leukopenia
DB00550,Propylthiouracil,C0160390,Liver injury
DB00550,Propylthiouracil,C0235896,Lung infiltration
DB00550,Propylthiouracil,C0919715,Lupus-like syndrome
DB00550,Propylthiouracil,C0497156,Lymphadenopathy
DB00550,Propylthiouracil,C0948594,Musculoskeletal discomfort
DB00550,Propylthiouracil,C0231528,Myalgia
DB00550,Propylthiouracil,C0027497,Nausea
DB00550,Propylthiouracil,C0027697,Nephritis
DB00550,Propylthiouracil,C0027813,Neuritis
DB00550,Propylthiouracil,C0031117,Neuropathy peripheral
DB00550,Propylthiouracil,C0013604,Oedema
DB00550,Propylthiouracil,C0030554,Paraesthesia
DB00550,Propylthiouracil,C0549567,Pigmentation disorder
DB00550,Propylthiouracil,C0037290,Pigmentation skin
DB00550,Propylthiouracil,C0033774,Pruritus
DB00550,Propylthiouracil,C0015230,Rash
DB00550,Propylthiouracil,C0022660,Renal failure acute
DB00550,Propylthiouracil,C0037299,Skin ulcer
DB00550,Propylthiouracil,C2830004,Somnolence
DB00550,Propylthiouracil,C0038002,Splenomegaly
DB00550,Propylthiouracil,C0040034,Thrombocytopenia
DB00550,Propylthiouracil,C2242588,Traumatic liver injury
DB00550,Propylthiouracil,C0042109,Urticaria
DB00550,Propylthiouracil,C0042384,Vasculitis
DB00550,Propylthiouracil,C0042571,Vertigo
DB00550,Propylthiouracil,C0042963,Vomiting
DB01224,Quetiapine,C0232487,Abdominal discomfort
DB01224,Quetiapine,C0000731,Abdominal distension
DB01224,Quetiapine,C0000737,Abdominal pain
DB01224,Quetiapine,C0232492,Abdominal pain upper
DB01224,Quetiapine,C0234458,Abnormal dreams
DB01224,Quetiapine,C2937350,Abnormal ejaculation
DB01224,Quetiapine,C3665386,Abnormal vision
DB01224,Quetiapine,C0151736,Accidental injury
DB01224,Quetiapine,C0151821,Accidental overdose
DB01224,Quetiapine,C0152198,Accommodation disorder
DB01224,Quetiapine,C0702166,Acne
DB01224,Quetiapine,C1386135,Acute depression
DB01224,Quetiapine,C0857501,Acute schizophrenia
DB01224,Quetiapine,C0233472,Affect lability
DB01224,Quetiapine,C0001807,Aggression
DB01224,Quetiapine,C0085631,Agitation
DB01224,Quetiapine,C0001824,Agranulocytosis
DB01224,Quetiapine,C0392156,Akathisia
DB01224,Quetiapine,C0085623,Akinesia
DB01224,Quetiapine,C0151905,Alanine aminotransferase increased
DB01224,Quetiapine,C0151474,Alcohol intolerance
DB01224,Quetiapine,C0002418,Amblyopia
DB01224,Quetiapine,C0002453,Amenorrhoea
DB01224,Quetiapine,C0002622,Amnesia
DB01224,Quetiapine,C0002871,Anaemia
DB01224,Quetiapine,C0002792,Anaphylactic shock
DB01224,Quetiapine,C0002962,Angina pectoris
DB01224,Quetiapine,C0002994,Angioedema
DB01224,Quetiapine,C0042373,Angiopathy
DB01224,Quetiapine,C0003123,Anorexia
DB01224,Quetiapine,C0003467,Anxiety
DB01224,Quetiapine,C0085632,Apathy
DB01224,Quetiapine,C0003537,Aphasia
DB01224,Quetiapine,C0003862,Arthralgia
DB01224,Quetiapine,C0003864,Arthritis
DB01224,Quetiapine,C0022408,Arthropathy
DB01224,Quetiapine,C0151904,Aspartate aminotransferase increased
DB01224,Quetiapine,C0004093,Asthenia
DB01224,Quetiapine,C0004096,Asthma
DB01224,Quetiapine,C0004134,Ataxia
DB01224,Quetiapine,C0004238,Atrial fibrillation
DB01224,Quetiapine,C0085614,Atrioventricular block first degree
DB01224,Quetiapine,C0004604,Back pain
DB01224,Quetiapine,C0575090,Balance disorder
DB01224,Quetiapine,C0853193,Bipolar I disorder
DB01224,Quetiapine,C0232849,Bladder pain
DB01224,Quetiapine,C0005741,Blepharitis
DB01224,Quetiapine,C0852911,Blood alkaline phosphatase increased
DB01224,Quetiapine,C0595930,Blood cholesterol increased
DB01224,Quetiapine,C0235431,Blood creatinine increased
DB01224,Quetiapine,C0018939,Blood disorder
DB01224,Quetiapine,C0595877,Blood glucose increased
DB01224,Quetiapine,C0277890,Blood pressure diastolic decreased
DB01224,Quetiapine,C0854082,Blood prolactin increased
DB01224,Quetiapine,C0020672,Body temperature decreased
DB01224,Quetiapine,C0015967,Body temperature increased
DB01224,Quetiapine,C0151825,Bone pain
DB01224,Quetiapine,C0428977,Bradycardia
DB01224,Quetiapine,C0006118,Brain neoplasm
DB01224,Quetiapine,C0006142,Breast cancer
DB01224,Quetiapine,C0006145,Breast disorder
DB01224,Quetiapine,C0006152,Breast swelling
DB01224,Quetiapine,C0006277,Bronchitis
DB01224,Quetiapine,C0006325,Bruxism
DB01224,Quetiapine,C0151538,Buccoglossal syndrome
DB01224,Quetiapine,C0006384,Bundle branch block
DB01224,Quetiapine,C0006840,Candida infection
DB01224,Quetiapine,C0018790,Cardiac arrest
DB01224,Quetiapine,C0018799,Cardiac disorder
DB01224,Quetiapine,C0018802,Cardiac failure congestive
DB01224,Quetiapine,C0878544,Cardiomyopathy
DB01224,Quetiapine,C0007222,Cardiovascular disorder
DB01224,Quetiapine,C0086543,Cataract
DB01224,Quetiapine,C0007398,Catatonia
DB01224,Quetiapine,C3251821,Catatonic reaction
DB01224,Quetiapine,C0007682,Central nervous system disorder
DB01224,Quetiapine,C0917798,Cerebral ischaemia
DB01224,Quetiapine,C0038454,Cerebrovascular accident
DB01224,Quetiapine,C0008031,Chest pain
DB01224,Quetiapine,C0085593,Chills
DB01224,Quetiapine,C0085583,Choreoathetosis
DB01224,Quetiapine,C0852733,Completed suicide
DB01224,Quetiapine,C0009676,Confusional state
DB01224,Quetiapine,C0009763,Conjunctivitis
DB01224,Quetiapine,C0009782,Connective tissue disorder
DB01224,Quetiapine,C0009806,Constipation
DB01224,Quetiapine,C0009938,Contusion
DB01224,Quetiapine,C0036572,Convulsion
DB01224,Quetiapine,C0520966,Coordination abnormal
DB01224,Quetiapine,C0010200,Cough
DB01224,Quetiapine,C0574067,Cough increased
DB01224,Quetiapine,C0026821,Cramp muscle
DB01224,Quetiapine,C0023218,Cramps of lower extremities
DB01224,Quetiapine,C0151578,Creatinine increased
DB01224,Quetiapine,C0010520,Cyanosis
DB01224,Quetiapine,C0010692,Cystitis
DB01224,Quetiapine,C0403632,Cystitis noninfective
DB01224,Quetiapine,C0011053,Deafness
DB01224,Quetiapine,C0232462,Decreased appetite
DB01224,Quetiapine,C0149871,Deep vein thrombosis
DB01224,Quetiapine,C0011175,Dehydration
DB01224,Quetiapine,C0011206,Delirium
DB01224,Quetiapine,C0011253,Delusion
DB01224,Quetiapine,C0011334,Dental caries
DB01224,Quetiapine,C0011551,Depersonalisation
DB01224,Quetiapine,C0549249,Depressed level of consciousness
DB01224,Quetiapine,C0011570,Depression
DB01224,Quetiapine,C0349217,Depressive episode
DB01224,Quetiapine,C0011603,Dermatitis
