source,target,actions
DB01056,6331,blocker|inhibitor
DB01056,6332,blocker
DB01056,6334,blocker
DB01056,6335,blocker
DB01056,6336,blocker
DB01056,11280,blocker
DB01057,43,inhibitor
DB01057,590,inhibitor
DB01058,1544,substrate
DB01058,1551,substrate
DB01058,1557,substrate
DB01058,1565,inhibitor
DB01058,1576,substrate
DB01058,1577,substrate
DB01058,64816,substrate
DB01058,100861540,substrate
DB01059,1543,inhibitor
DB01059,1544,inhibitor
DB01059,1548,inhibitor
DB01059,1551,inhibitor
DB01059,1576,inhibitor
DB01059,1577,inhibitor
DB01059,6584,inhibitor
DB01059,7153,inhibitor
DB01059,9356,inhibitor
DB01059,946614,inhibitor
DB01059,947499,inhibitor
DB01059,950199,inhibitor
DB01059,950391,inhibitor
DB01059,12933138,inhibitor
DB01059,12933371,inhibitor
DB01059,100861540,inhibitor
DB01060,1557,substrate
DB01060,6564,inhibitor
DB01060,6565,inhibitor
DB01060,9356,inhibitor
DB01060,944799,inhibitor
DB01060,944843,inhibitor
DB01060,945222,inhibitor
DB01060,945240,inhibitor
DB01060,945455,inhibitor
DB01060,947693,inhibitor
DB01060,947907,inhibitor
DB01060,12930918,inhibitor
DB01060,12931704,inhibitor
DB01060,12931886,inhibitor
DB01060,12932643,inhibitor
DB01060,12933443,inhibitor
DB01060,12933831,inhibitor
DB01060,12933998,inhibitor
DB01061,878956,inhibitor
DB01061,878962,inhibitor
DB01061,881163,inhibitor
DB01061,881247,inhibitor
DB01061,881511,inhibitor
DB01062,1128,antagonist
DB01062,1129,antagonist
DB01062,1131,antagonist
DB01062,1133,
DB01062,1558,inhibitor
DB01062,1565,inhibitor
DB01062,1576,inhibitor|substrate
DB01062,1577,substrate
DB01063,1812,antagonist
DB01063,1813,antagonist
DB01064,153,agonist
DB01064,154,agonist
DB01064,155,agonist
DB01064,156,
DB01064,1543,inhibitor
DB01064,5295,agonist
DB01064,5296,agonist
DB01064,5594,inducer
DB01064,8503,agonist
DB01065,438,substrate
DB01065,801,
DB01065,805,
DB01065,808,
DB01065,811,
DB01065,1543,inhibitor|substrate
DB01065,1544,inhibitor|substrate
DB01065,1545,inhibitor|substrate
DB01065,1557,substrate
DB01065,1559,substrate
DB01065,1588,inhibitor
DB01065,2099,antagonist
DB01065,3620,substrate
DB01065,4353,inhibitor|substrate
DB01065,4504,
DB01065,4543,agonist
DB01065,4544,agonist
DB01065,4835,
DB01065,8288,inhibitor
DB01065,9376,inhibitor
DB01066,933948,inhibitor
DB01066,944799,inhibitor
DB01066,944843,inhibitor
DB01066,945222,inhibitor
DB01066,945240,inhibitor
DB01066,945455,inhibitor
DB01066,947693,inhibitor
DB01066,947907,inhibitor
DB01066,12930918,inhibitor
DB01066,12931704,inhibitor
DB01066,12931886,inhibitor
DB01066,12932643,inhibitor
DB01066,12933443,inhibitor
DB01066,12933831,inhibitor
DB01066,12933998,inhibitor
DB01067,1559,substrate
DB01067,1576,substrate
DB01067,3767,blocker
DB01067,5468,agonist
DB01067,6833,blocker|inhibitor
DB01068,10,substrate
DB01068,213,
DB01068,706,other/unknown
DB01068,1571,inhibitor
DB01068,1576,substrate
DB01068,2554,positive allosteric modulator
DB01068,2556,
DB01068,2561,positive allosteric modulator
DB01068,2566,positive allosteric modulator
DB01069,148,unknown
DB01069,801,inhibitor
DB01069,805,inhibitor
DB01069,808,inhibitor
DB01069,1128,antagonist
DB01069,1129,antagonist
DB01069,1131,antagonist
DB01069,1132,antagonist
DB01069,1133,antagonist
DB01069,1555,substrate
DB01069,1559,inhibitor
DB01069,1565,inhibitor|substrate
DB01069,1813,antagonist
DB01069,3269,antagonist
DB01069,3356,antagonist
DB01069,5243,inhibitor
DB01069,59340,
DB01070,7421,agonist
DB01071,1129,
DB01071,1565,substrate
DB01071,1576,inhibitor
DB01071,3269,antagonist
DB01072,1559,substrate
DB01072,1576,inhibitor|substrate
DB01072,4363,inhibitor|substrate
DB01072,5243,inhibitor|substrate
DB01072,28234,
DB01073,1633,agonist
DB01073,2030,substrate
DB01073,5422,inhibitor
DB01073,6240,inhibitor
DB01073,64078,
DB01074,1374,inhibitor
DB01074,1376,inhibitor
DB01074,1555,substrate
DB01074,1565,inhibitor|substrate
DB01074,1576,substrate
DB01075,1129,
DB01075,1544,substrate
DB01075,1555,substrate
DB01075,1557,substrate
DB01075,1559,substrate
DB01075,1562,substrate
DB01075,1565,inhibitor|substrate
DB01075,3269,antagonist
DB01075,5742,substrate
DB01075,6580,inhibitor
DB01075,6582,inhibitor
DB01075,6584,inhibitor
DB01076,196,agonist
DB01076,1244,substrate
DB01076,1551,substrate
DB01076,1555,inducer
DB01076,1557,inhibitor
DB01076,1558,inhibitor|substrate
DB01076,1559,inducer|inhibitor
DB01076,1565,inhibitor
DB01076,1576,inducer|inhibitor|substrate
DB01076,1577,substrate
DB01076,1803,inhibitor
DB01076,3156,inhibitor
DB01076,4363,substrate
DB01076,5243,inhibitor
DB01076,6579,inhibitor
DB01076,7364,substrate
DB01076,10057,substrate
DB01076,10257,substrate
DB01076,10599,inhibitor|substrate
DB01076,11309,
DB01076,28234,substrate
DB01076,54658,substrate
DB01076,54659,substrate
DB01076,100861540,substrate
DB01077,523,inhibitor
DB01077,5802,inhibitor
DB01078,476,inhibitor
DB01078,477,inhibitor
DB01078,478,inhibitor
DB01078,480,inhibitor
DB01078,481,inhibitor
DB01078,482,inhibitor
DB01078,483,inhibitor
DB01078,486,inhibitor
DB01079,1544,inhibitor
DB01079,1558,inhibitor
DB01079,1559,inhibitor
DB01079,1565,inhibitor|substrate
DB01079,1571,inhibitor
DB01079,3356,antagonist
DB01079,3357,antagonist
DB01079,3358,antagonist
DB01079,3360,antagonist|partial agonist
DB01079,6532,inhibitor|substrate
DB01080,18,inhibitor
DB01080,2550,agonist
DB01080,206358,
DB01081,4985,agonist
DB01081,4988,agonist
DB01082,9356,inhibitor
DB01082,947845,inhibitor
DB01082,12932620,inhibitor
DB01083,747,
DB01083,1576,inducer
DB01083,2194,inhibitor
DB01083,5321,inhibitor
DB01083,5406,inhibitor
DB01083,7920,
DB01083,7941,
DB01083,8513,inhibitor
DB01083,26090,
DB01083,221955,
DB01084,3269,antagonist
DB01085,1128,agonist
DB01085,1129,agonist
DB01085,1131,agonist
DB01085,1548,inhibitor|substrate
DB01085,1571,substrate
DB01085,1576,inhibitor|substrate
DB01086,1066,inhibitor
DB01086,5243,inhibitor
DB01086,6323,blocker
DB01086,6326,blocker
DB01086,6328,blocker
DB01086,6329,blocker
DB01086,6331,blocker
DB01086,6332,blocker
DB01086,6334,blocker
DB01086,6335,blocker
DB01086,6336,blocker|inhibitor
DB01086,11280,blocker
DB01087,1543,inducer
DB01087,1544,inducer|inhibitor|substrate
DB01087,1545,inducer
DB01087,1565,inhibitor
DB01087,1576,inhibitor|substrate
DB01087,3855,other/unknown
DB01087,4835,inhibitor
DB01087,123228,
DB01088,5141,inducer
DB01088,5142,inducer
DB01088,5143,inducer
DB01088,5144,inducer
DB01088,5327,other/unknown
DB01088,5731,agonist
DB01088,5739,agonist
DB01088,6578,substrate
DB01088,11309,substrate
DB01088,28232,substrate
DB01089,6571,inhibitor
DB01090,1136,antagonist
DB01090,1143,antagonist
DB01090,57053,antagonist
DB01091,6713,inhibitor
DB01092,476,inhibitor
DB01092,688,
DB01092,1543,inhibitor
DB01092,6579,inhibitor|substrate
DB01092,9376,inhibitor
DB01092,10599,substrate
DB01092,28234,substrate
DB01092,53919,substrate
DB01092,353189,substrate
DB01093,1557,inhibitor
DB01093,1565,inhibitor
DB01093,1576,inhibitor
DB01093,7276,
DB01094,1544,substrate
DB01094,1545,
DB01094,4547,antagonist
DB01094,6646,inhibitor
DB01094,8435,inhibitor
DB01094,9429,inhibitor
DB01095,1543,substrate
DB01095,1544,inhibitor
DB01095,1555,inducer
DB01095,1557,inhibitor
DB01095,1558,inhibitor|substrate
DB01095,1559,inducer|inhibitor|substrate
DB01095,1565,inhibitor|substrate
DB01095,1576,inducer|inhibitor|substrate
DB01095,1577,substrate
DB01095,3156,inhibitor
DB01095,6564,inhibitor|substrate
DB01095,7364,substrate
DB01095,10599,
DB01095,11309,
DB01095,28234,
DB01095,54658,substrate
DB01095,54659,substrate
DB01096,1565,inhibitor
DB01097,196,agonist
DB01097,1544,substrate
DB01097,1559,inhibitor|substrate
DB01097,1723,inhibitor
DB01097,2185,antagonist
DB01097,9429,substrate
DB01098,213,substrate
DB01098,1557,substrate
DB01098,1559,inhibitor|substrate
DB01098,1576,inhibitor|substrate
DB01098,1577,inhibitor
DB01098,3156,inhibitor
DB01098,4363,substrate
DB01098,6579,
DB01098,8647,substrate
DB01098,9429,substrate
DB01098,10257,substrate
DB01098,10599,substrate
DB01098,11309,
DB01098,23657,
DB01098,28234,
DB01099,1786,other
DB01099,3643367,inhibitor
DB01099,3643463,inhibitor
DB01099,4938566,inhibitor
DB01100,801,inhibitor
DB01100,805,inhibitor
DB01100,808,inhibitor
DB01100,1129,
DB01100,1544,substrate
DB01100,1551,substrate
DB01100,1557,inhibitor
DB01100,1565,inhibitor
DB01100,1571,inhibitor
DB01100,1576,inhibitor|substrate
DB01100,1577,substrate
DB01100,1813,antagonist
DB01100,1814,antagonist
DB01100,3269,
DB01100,3350,
DB01100,3356,
DB01100,3362,
DB01100,3757,inhibitor
DB01100,4986,
DB01100,4988,
DB01100,5243,inhibitor
DB01100,8913,
DB01100,100861540,substrate
DB01101,978,substrate
DB01101,1066,substrate
DB01101,1559,inhibitor
DB01101,1806,substrate
DB01101,1890,substrate
DB01101,7298,inhibitor
DB01102,153,agonist
DB01102,154,agonist
DB01102,155,agonist
DB01103,1576,substrate
DB01103,1577,substrate
DB01103,3176,inhibitor
DB01103,5243,inhibitor
DB01103,5321,inhibitor
DB01103,5334,inhibitor
DB01103,6582,inhibitor
DB01103,8398,inhibitor
DB01104,1544,substrate
DB01104,1555,inhibitor|substrate
DB01104,1557,inhibitor|substrate
DB01104,1559,inhibitor|substrate
DB01104,1565,inhibitor|substrate
DB01104,1576,inhibitor|substrate
DB01104,4128,substrate
DB01104,4129,substrate
DB01104,5243,inhibitor
DB01104,6530,
DB01104,6531,inhibitor
DB01104,6532,inhibitor
DB01104,10280,
DB01105,1576,substrate
DB01105,6530,inhibitor
DB01105,6531,inhibitor
DB01105,6532,inhibitor
DB01106,3269,antagonist
DB01106,23620,partial antagonist
DB01107,1565,substrate
DB01107,2554,agonist|positive allosteric modulator
DB01107,2562,positive allosteric modulator
DB01107,2566,positive allosteric modulator
DB01108,2099,allosteric modulator
DB01108,2100,allosteric modulator
DB01108,3283,inhibitor
DB01108,3284,inhibitor
DB01109,462,potentiator
DB01109,2159,inhibitor
DB01109,6403,inhibitor
DB01109,10855,substrate
DB01110,1544,inhibitor
DB01110,1548,inhibitor
DB01110,1555,inhibitor
DB01110,1557,inhibitor
DB01110,1559,inhibitor
DB01110,1565,inhibitor
DB01110,1571,inhibitor
DB01110,1576,inhibitor|substrate
DB01110,1584,inhibitor
DB01110,1586,
DB01110,1588,inhibitor
DB01110,1595,
DB01110,3757,inhibitor
DB01110,3778,inhibitor
DB01110,3779,inhibitor
DB01110,3780,inhibitor
DB01110,3781,inhibitor
DB01110,3782,inhibitor
DB01110,3783,inhibitor
DB01110,4843,inhibitor
DB01110,4846,inhibitor
DB01110,5243,inhibitor
DB01110,10242,inhibitor
DB01110,27094,inhibitor
DB01110,27345,inhibitor
DB01110,81033,inhibitor
DB01110,90134,inhibitor
DB01110,3641571,inhibitor
DB01112,6564,inhibitor
DB01112,6565,inhibitor
DB01112,944799,inhibitor
DB01112,944843,inhibitor
DB01112,945222,inhibitor
DB01112,945240,inhibitor
DB01112,945455,inhibitor
DB01112,947693,inhibitor
DB01112,947907,inhibitor
DB01112,12930918,inhibitor
DB01112,12931704,inhibitor
DB01112,12931886,inhibitor
DB01112,12932643,inhibitor
DB01112,12933443,inhibitor
DB01112,12933831,inhibitor
DB01112,12933998,inhibitor
DB01113,5139,
DB01113,5140,
DB01113,5142,inhibitor
DB01113,10846,inhibitor
DB01114,1551,substrate
DB01114,1565,inhibitor|substrate
DB01114,1576,substrate
DB01114,1577,substrate
DB01114,3269,antagonist
DB01114,6530,inhibitor
DB01114,6531,inhibitor
DB01114,6532,inhibitor
DB01114,6580,inhibitor
DB01114,6582,inhibitor
DB01114,100861540,substrate
DB01115,775,blocker|inhibitor
DB01115,776,blocker|inhibitor
DB01115,779,inhibitor
DB01115,781,inhibitor
DB01115,783,inhibitor
DB01115,801,inhibitor
DB01115,805,inhibitor
DB01115,808,inhibitor
DB01115,1244,inducer
DB01115,1543,inhibitor
DB01115,1544,inhibitor|substrate
DB01115,1548,substrate
DB01115,1551,substrate
DB01115,1555,inducer
DB01115,1558,inhibitor
DB01115,1559,inducer|inhibitor
DB01115,1565,inhibitor|substrate
DB01115,1571,inhibitor
DB01115,1576,inducer|inhibitor|substrate
DB01115,1577,substrate
DB01115,3736,inhibitor
DB01115,5243,inducer|inhibitor|substrate
DB01115,8714,inducer
DB01115,8912,inhibitor
DB01115,100861540,substrate
DB01116,590,
DB01116,1136,antagonist
DB01116,1143,antagonist
DB01116,57053,antagonist
DB01117,1559,inhibitor
DB01117,1723,inhibitor
DB01117,2655541,inhibitor
DB01117,3885966,inhibitor
DB01118,153,antagonist
DB01118,1543,substrate
DB01118,1544,inhibitor|substrate
DB01118,1548,inhibitor
DB01118,1551,inhibitor
DB01118,1557,substrate
DB01118,1558,substrate
DB01118,1559,inhibitor|substrate
DB01118,1565,inhibitor|substrate
DB01118,1576,inhibitor|substrate
DB01118,1577,inhibitor
DB01118,3757,blocker|inhibitor
DB01118,5243,inducer|inhibitor
DB01118,7067,
DB01118,7068,
DB01118,8912,inhibitor
DB01118,9254,inhibitor
DB01118,10280,
DB01118,10682,
DB01118,100861540,inhibitor
DB01119,476,other
DB01119,759,inhibitor
DB01119,760,inhibitor
DB01119,2752,inhibitor
DB01119,3767,inducer|opener
DB01119,3778,other
DB01119,6559,unknown
DB01119,6833,opener
DB01120,213,
DB01120,1557,inhibitor|substrate
DB01120,1559,substrate
DB01120,3767,blocker
DB01120,6833,binder|blocker
DB01120,7422,other/unknown
DB01121,6323,inhibitor
DB01122,43,inhibitor
DB01122,590,
DB01123,2147,other/unknown
DB01123,4534500,
DB01123,9487076,
DB01124,1557,substrate
DB01124,1558,inhibitor|substrate
DB01124,1559,inhibitor|substrate
DB01124,1562,substrate
DB01124,3758,inhibitor
DB01124,3767,blocker
DB01124,6564,inhibitor
DB01124,6565,inhibitor
DB01124,6579,inhibitor
DB01124,6833,blocker|inhibitor
DB01124,9356,inhibitor
DB01124,11309,substrate
DB01125,2677,inhibitor
DB01126,1576,substrate
DB01126,1577,substrate
DB01126,6715,inhibitor
DB01126,6716,inhibitor
DB01127,1571,inhibitor
DB01127,1576,inhibitor
DB01127,1586,
DB01127,1588,inhibitor
DB01127,1595,
DB01127,3641571,antagonist|inhibitor
DB01128,367,antagonist
DB01128,1557,inhibitor
DB01128,1559,inhibitor
DB01128,1565,inhibitor
DB01128,1576,inhibitor|substrate
DB01129,495,inhibitor
DB01129,496,inhibitor
DB01129,1543,inducer
DB01129,1544,inducer
DB01129,1557,inhibitor|substrate
DB01129,1559,inhibitor
DB01129,1565,inhibitor
DB01129,1576,inhibitor|substrate
DB01129,9429,inhibitor
DB01130,2908,agonist
DB01131,1544,substrate
DB01131,1557,substrate
DB01131,1559,substrate
DB01131,1565,inhibitor
DB01131,1571,substrate
DB01131,1576,substrate
DB01131,1719,inhibitor
DB01132,1557,inhibitor
DB01132,1558,inhibitor|substrate
DB01132,1559,inhibitor|substrate
DB01132,1565,inhibitor
DB01132,1576,inducer|substrate
DB01132,5468,agonist
DB01132,5742,substrate
DB01132,10599,inhibitor
DB01132,28234,inhibitor
DB01133,523,inhibitor
DB01133,5770,inhibitor
DB01134,4306,agonist
DB01135,590,substrate
DB01135,1129,antagonist
DB01135,1134,antagonist
DB01135,1135,antagonist
DB01135,1140,antagonist
DB01135,1144,antagonist
DB01136,146,antagonist
DB01136,147,antagonist
DB01136,148,antagonist
DB01136,150,antagonist
DB01136,151,antagonist
DB01136,152,antagonist
DB01136,153,antagonist
DB01136,154,antagonist
DB01136,155,
DB01136,1543,substrate
DB01136,1544,substrate
DB01136,1559,substrate
DB01136,1565,substrate
DB01136,1571,substrate
DB01136,1576,substrate
DB01136,2697,other
DB01136,3091,modulator
DB01136,3757,inhibitor
DB01136,4718,inhibitor
DB01136,4879,other
DB01136,5243,inhibitor
DB01136,5742,substrate
DB01136,6401,inhibitor
DB01136,7412,inhibitor
DB01136,7422,other
DB01136,7498,
DB01137,1544,inhibitor
DB01137,1576,inhibitor
DB01137,5243,inhibitor|substrate
DB01137,6582,inhibitor
DB01137,6583,inhibitor
DB01137,7153,inhibitor
DB01137,9356,substrate
DB01137,950199,inhibitor
DB01137,950391,inhibitor
DB01138,368,inhibitor
DB01138,1244,inhibitor|substrate
DB01138,1555,inducer
DB01138,1558,substrate
DB01138,1559,inhibitor|substrate
DB01138,1576,inducer|inhibitor|substrate
DB01138,2169,
DB01138,4363,inhibitor
DB01138,5243,inhibitor
DB01138,8714,inhibitor
DB01138,10057,inhibitor
DB01138,10257,inhibitor
DB01138,116085,inhibitor
DB01139,944799,inhibitor
DB01139,944843,inhibitor
DB01139,945222,inhibitor
DB01139,945240,inhibitor
DB01139,945455,inhibitor
DB01139,947693,inhibitor
DB01139,947907,inhibitor
DB01139,12930918,inhibitor
DB01139,12931704,inhibitor
DB01139,12931886,inhibitor
DB01139,12932643,inhibitor
DB01139,12933443,inhibitor
DB01139,12933831,inhibitor
DB01139,12933998,inhibitor
DB01140,6564,inhibitor|substrate
DB01140,6565,inhibitor
DB01140,6584,inhibitor
DB01140,9356,inhibitor
DB01140,9376,inhibitor
DB01140,933948,inhibitor
DB01140,934791,inhibitor
DB01140,934893,inhibitor
DB01140,944799,inhibitor
DB01140,944843,inhibitor
DB01140,945222,inhibitor
DB01140,945240,inhibitor
DB01140,945455,inhibitor
DB01140,947693,inhibitor
DB01140,947907,inhibitor
DB01140,7329159,inhibitor
DB01140,12930918,inhibitor
DB01140,12931704,inhibitor
DB01140,12931886,inhibitor
DB01140,12932643,inhibitor
DB01140,12933443,inhibitor
DB01140,12933831,inhibitor
DB01140,12933998,inhibitor
DB01141,410,substrate
DB01141,1312,substrate
DB01141,4981154,inhibitor
DB01142,146,antagonist
DB01142,147,antagonist
DB01142,148,antagonist
DB01142,150,antagonist
DB01142,151,antagonist
DB01142,152,antagonist
DB01142,1128,antagonist
DB01142,1129,antagonist
DB01142,1131,antagonist
DB01142,1132,antagonist
DB01142,1133,antagonist
DB01142,1544,substrate
DB01142,1557,substrate
DB01142,1559,substrate
DB01142,1565,inhibitor|substrate
DB01142,1576,substrate
DB01142,1813,antagonist
DB01142,3269,antagonist
DB01142,3274,antagonist
DB01142,3350,antagonist
DB01142,3356,antagonist
DB01142,3357,antagonist
DB01142,3358,antagonist
DB01142,3362,binder
DB01142,3757,
DB01142,5004,other/unknown
DB01142,5243,inhibitor
DB01142,6530,inhibitor
DB01142,6532,inhibitor
DB01142,59340,binder
DB01143,249,
DB01143,251,inducer
DB01143,5167,inducer
DB01144,759,inhibitor
DB01144,760,inhibitor
DB01144,762,inhibitor
DB01144,763,
DB01144,765,
DB01144,766,inhibitor
DB01144,768,
DB01144,771,inhibitor
DB01144,1559,inducer
DB01144,11238,
DB01144,23632,
DB01145,908646,inhibitor
DB01146,3269,antagonist
DB01146,6531,inhibitor
DB01147,213,
DB01147,6564,inhibitor
DB01147,6565,inhibitor
DB01147,9356,inhibitor
DB01147,881247,inhibitor
DB01147,933569,inhibitor
DB01147,948669,inducer
DB01147,1036908,inhibitor
DB01147,3920705,inhibitor
DB01147,12932283,inducer
DB01147,23196990,inhibitor
DB01147,23197359,inhibitor
DB01148,1128,antagonist
DB01148,1129,antagonist
DB01148,5141,inhibitor
DB01148,5142,inhibitor
DB01148,5143,inhibitor
DB01148,5144,inhibitor
DB01148,5150,inhibitor
DB01148,5151,inhibitor
DB01148,8622,inhibitor
DB01148,27115,inhibitor
DB01149,147,other/unknown
DB01149,148,antagonist
DB01149,150,antagonist
DB01149,1551,inhibitor
DB01149,1565,inhibitor|substrate
DB01149,1576,inhibitor|substrate
DB01149,1577,inhibitor
DB01149,3350,antagonist
DB01149,3356,antagonist
DB01149,3358,antagonist
DB01149,5243,inducer
DB01149,6530,inhibitor
DB01149,6531,inhibitor
DB01149,6532,inhibitor
DB01149,100861540,inhibitor
DB01151,153,other
DB01151,154,antagonist
DB01151,1128,antagonist
DB01151,1129,antagonist
DB01151,1131,antagonist
DB01151,1132,antagonist
DB01151,1133,antagonist
DB01151,1544,substrate
DB01151,1548,inhibitor
DB01151,1555,inhibitor
DB01151,1557,inhibitor|substrate
DB01151,1562,substrate
DB01151,1565,inhibitor|substrate
DB01151,1571,inhibitor
DB01151,1576,inhibitor
DB01151,1813,binder
DB01151,3269,antagonist
DB01151,3350,binder
DB01151,3356,antagonist
DB01151,3358,binder
DB01151,5004,
DB01151,5243,inhibitor
DB01151,6530,inhibitor
DB01151,6531,
DB01151,6532,inhibitor
DB01151,6580,inhibitor
DB01151,6581,inhibitor
DB01151,6582,inhibitor
DB01151,6583,inhibitor
DB01151,6584,inhibitor
DB01151,6609,inhibitor
DB01151,1193843,
DB01153,1595,inhibitor
DB01153,3641571,inhibitor
DB01154,1559,substrate
DB01154,2554,agonist|positive allosteric modulator
DB01154,2555,positive allosteric modulator
DB01154,2556,positive allosteric modulator
DB01154,2557,positive allosteric modulator
DB01154,2558,positive allosteric modulator
DB01154,2559,positive allosteric modulator
DB01154,2560,positive allosteric modulator
DB01154,2561,positive allosteric modulator
DB01154,2562,positive allosteric modulator
DB01154,2563,positive allosteric modulator
DB01154,2564,positive allosteric modulator
DB01154,2565,positive allosteric modulator
DB01154,2566,positive allosteric modulator
DB01154,2567,positive allosteric modulator
DB01154,2568,positive allosteric modulator
DB01154,3764,inhibitor
DB01154,3767,inhibitor
DB01154,55879,positive allosteric modulator
DB01155,950199,inhibitor
DB01155,950391,inhibitor
DB01156,1136,antagonist
DB01156,1544,substrate
DB01156,1548,substrate
DB01156,1555,inhibitor|substrate
DB01156,1558,substrate
DB01156,1559,substrate
DB01156,1565,inhibitor|substrate
DB01156,1571,substrate
DB01156,1576,substrate
DB01156,5004,
DB01156,6530,inhibitor
DB01156,6531,inhibitor
DB01157,1719,inhibitor
DB01158,476,inhibitor
DB01158,6530,substrate
DB01159,213,
DB01159,513,other/unknown
DB01159,1548,substrate
DB01159,1555,substrate
DB01159,1559,substrate
DB01159,1565,substrate
DB01159,1571,substrate
DB01159,1576,substrate
DB01159,2554,other/unknown|positive allosteric modulator
DB01159,2555,positive allosteric modulator
DB01159,2556,positive allosteric modulator
DB01159,2557,positive allosteric modulator
DB01159,2558,positive allosteric modulator
DB01159,2559,positive allosteric modulator
DB01159,2560,positive allosteric modulator
DB01159,2561,positive allosteric modulator
DB01159,2562,positive allosteric modulator
DB01159,2563,positive allosteric modulator
DB01159,2564,positive allosteric modulator
DB01159,2565,positive allosteric modulator
DB01159,2566,positive allosteric modulator
DB01159,2567,positive allosteric modulator
DB01159,2568,positive allosteric modulator
DB01159,2741,allosteric modulator|positive modulator
DB01159,2743,positive modulator
DB01159,2903,antagonist
DB01159,3760,inhibitor
DB01159,3763,inhibitor
DB01159,3776,opener
DB01159,3777,binder|opener
DB01159,3778,inhibitor
DB01159,3783,inhibitor
DB01159,4535,inhibitor
DB01159,6010,other
DB01159,27032,other/unknown
DB01159,51305,binder|opener
DB01159,54207,opener
DB01159,54331,other/unknown
DB01159,55879,positive allosteric modulator
DB01159,116443,antagonist
DB01159,116444,antagonist
DB01159,338567,opener
DB01159,387129,other/unknown
DB01160,5731,
DB01160,5733,
DB01160,5737,agonist
DB01160,5739,antagonist
DB01160,6578,
DB01160,6582,
DB01160,6915,
DB01160,8484,
DB01160,9356,
DB01160,9376,
DB01160,10864,
DB01160,27306,
DB01160,28232,
DB01160,55867,
DB01161,590,substrate
DB01161,3359,antagonist
DB01161,6336,blocker|inhibitor
DB01161,6531,inhibitor
DB01161,57053,antagonist
DB01161,116443,antagonist
DB01162,146,antagonist
DB01162,147,antagonist
DB01162,148,antagonist
DB01162,3757,inhibitor
DB01162,5243,inhibitor
DB01162,81033,inhibitor
DB01162,90134,inhibitor
DB01163,933569,inhibitor
DB01163,933948,inhibitor
DB01163,934791,inhibitor
DB01163,934893,inhibitor
DB01163,945240,inhibitor
DB01163,7329159,inhibitor
DB01163,12930918,inhibitor
DB01165,1244,inhibitor
DB01165,1544,inhibitor
DB01165,4363,inhibitor
DB01165,6583,inhibitor
DB01165,6584,inhibitor
DB01165,7153,inhibitor
DB01165,9356,inhibitor
DB01165,946614,inhibitor
DB01165,950199,inhibitor
DB01165,950391,inhibitor
DB01165,12933138,inhibitor
DB01166,1544,substrate
DB01166,1551,substrate
DB01166,1557,substrate
DB01166,1565,substrate
DB01166,1576,substrate
DB01166,1577,substrate
DB01166,5139,inhibitor
DB01166,100861540,substrate
DB01167,1543,inducer
DB01167,1551,inhibitor
DB01167,1555,inhibitor
DB01167,1565,inhibitor
DB01167,1571,inhibitor
DB01167,1576,inhibitor|substrate
DB01167,1577,inhibitor
DB01167,1595,inhibitor
DB01167,5243,inhibitor
DB01167,2887532,inhibitor
DB01167,3641571,inhibitor
DB01167,100861540,inhibitor
DB01168,1545,substrate
DB01168,7498,
DB01169,207,inducer
DB01169,595,antagonist
DB01169,1244,inducer
DB01169,1543,inhibitor
DB01169,1545,inhibitor
DB01169,1576,inhibitor
DB01169,3551,inducer
DB01169,3725,inducer
DB01169,5243,substrate
DB01169,5594,inducer
DB01169,5595,inducer
DB01169,7296,inhibitor
DB01170,1576,inducer
DB01170,6530,inducer|substrate
DB01171,1544,inhibitor
DB01171,1557,inhibitor|substrate
DB01171,1559,inhibitor|substrate
DB01171,1565,inducer|inhibitor|substrate
DB01171,4128,inhibitor
DB01171,4129,
DB01172,947845,inhibitor
DB01172,3284089,
DB01172,5951155,
DB01172,7872406,
DB01172,8094921,
DB01172,12932620,inhibitor
DB01172,13874812,
DB01172,13875662,
DB01172,17824309,
DB01172,17824444,
DB01172,18157677,
DB01172,18157927,
DB01173,1129,
DB01173,1555,inducer|inhibitor
DB01173,1571,
DB01173,1576,substrate
DB01173,2902,antagonist
DB01173,2906,antagonist
DB01173,3269,antagonist
DB01173,3757,
DB01173,6323,blocker
DB01173,6329,blocker
DB01173,6331,blocker
DB01173,6335,blocker
DB01173,6336,blocker|inhibitor
DB01173,6530,inhibitor
DB01173,116443,antagonist
DB01173,116444,antagonist
DB01174,1137,antagonist
DB01174,1139,antagonist
DB01174,1244,inducer
DB01174,1543,inducer
DB01174,1544,inducer
DB01174,1545,inducer
DB01174,1548,inducer|inhibitor
DB01174,1551,inducer
DB01174,1555,inducer
DB01174,1557,inducer|substrate
DB01174,1558,inducer
DB01174,1559,inducer|substrate
DB01174,1562,inducer
DB01174,1571,inducer|substrate
DB01174,1576,inducer
DB01174,1577,inducer
DB01174,1579,inducer
DB01174,1580,inducer
DB01174,2554,potentiator
DB01174,2891,antagonist
DB01174,2898,antagonist
DB01174,4363,inducer
DB01174,5243,inducer|substrate
DB01174,6578,inducer
DB01174,8647,inducer
DB01174,8714,inducer
DB01174,89832,antagonist
DB01174,100861540,inducer
DB01175,148,antagonist
DB01175,1128,antagonist
DB01175,1557,substrate
DB01175,1565,inhibitor|substrate
DB01175,1576,substrate
DB01175,3269,antagonist
DB01175,3358,
DB01175,6530,inhibitor
DB01175,6531,inhibitor
DB01175,6532,inhibitor
DB01176,1559,inhibitor
